ID,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
1594,Medium,High,Public,Neutral,4,No,High School,Moderate,Male,71
1595,Low,Medium,Public,Neutral,2,No,High School,Moderate,Female,68
1596,Low,Medium,Public,Negative,2,No,High School,Near,Female,66
1597,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,64
1598,Low,Medium,Private,Neutral,4,No,Postgraduate,Near,Female,71
1599,Medium,High,Public,Positive,4,No,College,Far,Male,61
1600,Low,Medium,Public,Neutral,2,No,College,Near,Male,67
1601,High,Medium,Public,Neutral,4,No,College,Moderate,Female,65
1602,Low,Medium,Private,Negative,6,No,College,Moderate,Female,66
1603,Low,High,Public,Neutral,4,No,High School,Near,Female,68
1604,Low,Medium,Public,Neutral,2,No,College,Far,Male,66
1605,Medium,Medium,Public,Positive,4,No,High School,Near,Female,63
1606,High,Medium,Public,Neutral,3,No,High School,Moderate,Female,66
1607,High,Medium,Private,Positive,2,No,College,Near,Female,73
1608,Low,Low,Private,Positive,3,No,High School,Near,Male,88
1609,Medium,High,Private,Neutral,4,No,High School,Near,Male,67
1610,Medium,Medium,Public,Positive,2,No,College,Near,Female,69
1611,Low,Medium,Public,Positive,3,No,High School,Near,Female,67
1612,Low,High,Public,Neutral,2,No,High School,Near,Male,64
1613,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,64
1614,Low,Medium,Public,Negative,2,No,High School,Near,Male,65
1615,Medium,High,Public,Positive,2,No,High School,Near,Male,68
1616,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,77
1617,Low,High,Public,Negative,2,Yes,High School,Near,Male,63
1618,High,Medium,Public,Neutral,5,No,College,Near,Male,69
1619,Medium,Low,Public,Positive,2,No,College,Near,Male,69
1620,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Male,70
1621,Medium,High,Public,Positive,4,No,College,Near,Male,73
1622,Medium,High,Public,Neutral,3,No,Postgraduate,Far,Male,66
1623,Low,Low,Private,Positive,3,No,High School,Near,Female,71
1624,High,High,Public,Positive,5,No,College,Near,Male,66
1625,Low,High,Public,Neutral,3,No,High School,Near,Female,71
1626,High,High,Public,Positive,2,Yes,High School,Near,Male,66
1627,Low,High,Public,Positive,4,No,High School,Near,Female,63
1628,Low,Low,Public,Negative,5,Yes,High School,Near,Male,70
1629,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,66
1630,Medium,Medium,Public,Negative,4,No,High School,Near,Male,66
1631,Medium,Medium,Public,Neutral,4,No,College,Moderate,Female,66
1632,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,62
1633,Medium,High,Public,Positive,3,No,College,Near,Male,69
1634,Low,Medium,Private,Positive,1,No,Postgraduate,Moderate,Male,63
1635,High,Medium,Public,Positive,2,Yes,Postgraduate,Near,Female,68
1636,Medium,Low,Private,Positive,3,No,High School,Moderate,Male,64
1637,Low,High,Public,Neutral,3,No,Postgraduate,Moderate,Male,69
1638,Low,High,Public,Positive,3,No,High School,Near,Male,71
1639,Medium,Low,Private,Negative,4,No,High School,Near,Male,71
1640,Low,Medium,Private,Positive,4,No,College,Far,Female,66
1641,High,Medium,Private,Positive,3,Yes,College,Moderate,Male,63
1642,Medium,Medium,Public,Positive,2,No,High School,Far,Male,72
1643,Low,Medium,Private,Neutral,3,No,College,Near,Female,70
1644,High,Medium,Private,Neutral,2,No,College,Near,Female,71
1645,High,Medium,Private,Neutral,3,No,High School,Far,Male,65
1646,High,Medium,Public,Negative,4,No,Postgraduate,Near,Female,65
1647,Low,Low,Public,Positive,2,No,High School,Far,Male,67
1648,Medium,High,Public,Neutral,3,No,High School,Near,Male,68
1649,Medium,Medium,Public,Positive,4,No,College,Far,Female,70
1650,Medium,High,Private,Positive,2,No,High School,Near,Female,70
1651,Medium,High,Public,Neutral,3,No,High School,Near,Male,72
1652,Low,Low,Public,Neutral,5,No,College,Moderate,Male,65
1653,Low,Medium,Public,Positive,3,No,High School,Near,Male,65
1654,Medium,High,Private,Neutral,4,No,Postgraduate,Near,Male,71
1655,High,Medium,Public,Positive,4,No,Postgraduate,Near,Male,74
1656,Low,Medium,Private,Positive,4,No,High School,Moderate,Male,64
1657,Medium,Medium,Private,Neutral,4,No,High School,Far,Female,64
1658,Low,Medium,Private,Neutral,3,No,High School,Near,Female,65
1659,Medium,Medium,Public,Neutral,5,No,College,Near,Male,67
1660,Low,High,Public,Neutral,3,No,College,Near,Male,73
1661,Medium,Low,Public,Neutral,3,No,College,Moderate,Male,72
1662,Medium,Medium,Public,Positive,3,No,College,Near,Male,65
1663,Low,Medium,Public,Neutral,4,No,College,Near,Male,67
1664,Medium,Medium,Public,Negative,3,No,High School,,Female,66
1665,Medium,High,Public,Negative,3,No,Postgraduate,Near,Male,70
1666,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Female,66
1667,Medium,Medium,Public,Neutral,1,No,High School,Near,Female,66
1668,High,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68
1669,Low,Medium,Public,Positive,4,No,College,Near,Male,68
1670,High,Medium,Public,Neutral,4,No,High School,Moderate,Female,67
1671,Low,Medium,Public,Positive,3,No,College,Near,Female,65
1672,Low,Medium,Public,Positive,4,No,College,Near,Female,64
1673,High,High,Public,Positive,2,No,College,Near,Male,70
1674,High,Medium,Public,Positive,3,No,College,Moderate,Male,63
1675,Low,Medium,Public,Positive,2,No,High School,Near,Male,65
1676,Medium,Medium,Public,Negative,2,Yes,Postgraduate,Near,Female,67
1677,Low,Medium,Private,Negative,5,No,High School,Near,Female,71
1678,Low,Low,Private,Neutral,4,No,High School,Near,Female,73
1679,Low,Medium,Private,Neutral,3,No,High School,Far,Male,67
1680,Low,High,Private,Positive,3,No,College,Near,Female,72
1681,Medium,High,Public,Positive,0,No,High School,Far,Male,71
1682,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,72
1683,Medium,High,Public,Negative,3,No,High School,Near,Male,68
1684,Low,High,Public,Neutral,3,No,College,Near,Female,65
1685,Medium,Medium,Public,Positive,4,Yes,College,Far,Female,68
1686,High,Medium,Public,Positive,4,No,College,Near,Male,67
1687,High,Medium,Private,Neutral,4,No,College,Moderate,Female,66
1688,Medium,Low,Private,Neutral,1,Yes,High School,Near,Male,64
1689,Low,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,65
1690,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,69
1691,Medium,Medium,Public,Positive,2,No,High School,Far,Male,68
1692,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,69
1693,High,Medium,Private,Neutral,3,No,High School,Moderate,Male,70
1694,High,Medium,Private,Positive,4,Yes,High School,Near,Female,65
1695,Medium,Low,Public,Neutral,3,No,High School,Near,Male,63
1696,Low,High,Private,Positive,3,No,College,Near,Female,71
1697,Low,Medium,Private,Neutral,2,No,Postgraduate,Near,Male,68
1698,Low,High,Public,Positive,3,No,Postgraduate,Near,Female,70
1699,Medium,Low,Public,Positive,3,No,High School,Near,Female,72
1700,Low,Low,Public,Neutral,1,No,College,Far,Female,64
1701,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,64
1702,High,Medium,Public,Positive,2,No,College,Near,Female,66
1703,Medium,High,Public,Positive,3,No,College,Far,Male,69
1704,Medium,Medium,Private,Neutral,2,No,High School,Near,Female,71
1705,High,Low,Public,Negative,3,Yes,High School,Near,Male,69
1706,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,67
1707,Low,High,Public,Neutral,3,No,High School,Near,Male,66
1708,Low,High,Public,Positive,2,No,High School,Moderate,Female,71
1709,High,Medium,Public,Neutral,2,Yes,High School,Near,Male,63
1710,High,Medium,Public,Neutral,4,No,College,Near,Female,62
1711,Medium,High,Public,Neutral,4,No,High School,Near,Female,73
1712,Medium,High,Public,Negative,3,No,High School,Far,Female,66
1713,High,High,Public,Positive,2,No,Postgraduate,Moderate,Male,72
1714,Low,Medium,Public,Neutral,2,No,Postgraduate,Moderate,Female,67
1715,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Male,65
1716,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,66
1717,Medium,Medium,Public,Neutral,2,No,Postgraduate,Moderate,Female,68
1718,Medium,High,Private,Neutral,4,No,High School,Near,Female,69
1719,High,Medium,Public,Negative,3,No,Postgraduate,Near,Female,68
1720,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,61
1721,Medium,High,Private,Positive,2,No,High School,Near,Male,68
1722,High,High,Private,Neutral,3,No,College,Near,Male,64
1723,Low,High,Public,Neutral,3,No,College,Moderate,Male,67
1724,High,Low,Public,Neutral,3,No,High School,Moderate,Male,68
1725,Medium,High,Public,Positive,4,Yes,High School,Moderate,Male,61
1726,Low,Low,Public,Positive,3,No,Postgraduate,Near,Female,66
1727,Medium,Low,Public,Positive,2,No,Postgraduate,Near,Female,64
1728,High,Medium,Public,Negative,3,No,High School,Moderate,Female,67
1729,High,Medium,Private,Negative,4,No,College,Moderate,Female,64
1730,Low,Medium,Public,Positive,3,No,High School,Near,Male,72
1731,High,Medium,Public,Negative,3,No,Postgraduate,Far,Male,62
1732,Low,Medium,Private,Negative,2,No,High School,Far,Female,63
1733,Low,Medium,Private,Neutral,4,No,High School,Near,Male,70
1734,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,69
1735,Medium,Low,Public,Positive,2,No,High School,Near,Male,64
1736,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Male,66
1737,Low,High,Private,Positive,4,No,High School,Near,Female,67
1738,Medium,Low,Public,Negative,5,Yes,Postgraduate,Near,Female,71
1739,Low,High,Private,Positive,1,No,High School,Far,Female,70
1740,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,69
1741,Low,Medium,Public,Neutral,3,No,,Moderate,Male,68
1742,Low,Medium,Public,Neutral,1,No,College,Near,Female,64
1743,Medium,Medium,Public,Positive,3,Yes,College,Near,Male,70
1744,Medium,Low,Private,Neutral,3,No,Postgraduate,Near,Male,69
1745,High,,Public,Positive,2,No,College,Near,Female,63
1746,Medium,Low,Public,Negative,3,No,High School,Near,Female,60
1747,Low,Medium,Public,Negative,4,No,High School,Near,Female,65
1748,Low,Medium,Public,Negative,0,No,High School,Near,Male,67
1749,Medium,Medium,Public,Negative,4,No,College,Near,Male,66
1750,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,68
1751,Low,Low,Public,Positive,1,No,Postgraduate,Near,Male,58
1752,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,67
1753,Medium,Medium,Public,Positive,4,Yes,,Near,Male,68
1754,Low,Medium,Public,Neutral,3,No,High School,Near,Female,62
1755,Low,Medium,Public,Negative,3,No,Postgraduate,Moderate,Female,69
1756,Medium,High,Private,Neutral,4,No,High School,Far,Male,73
1757,Low,Medium,Public,Negative,4,Yes,High School,Moderate,Male,66
1758,Medium,Medium,Public,Negative,5,Yes,Postgraduate,Near,Female,67
1759,Medium,Low,Public,Neutral,4,No,High School,Near,Female,71
1760,Low,Medium,Public,Neutral,2,No,High School,Far,Male,66
1761,High,High,Public,Positive,4,No,College,Moderate,Female,74
1762,Low,High,Public,Positive,5,No,High School,Near,Male,67
1763,Medium,High,Public,Negative,2,No,Postgraduate,Near,Male,68
1764,Low,High,Public,Neutral,3,No,High School,Near,Male,61
1765,Medium,Medium,Private,Negative,2,No,High School,,Female,69
1766,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,65
1767,Medium,Low,Public,Neutral,2,No,Postgraduate,Near,Male,71
1768,Low,Low,Public,Positive,2,No,High School,Far,Female,61
1769,Low,High,Public,Neutral,3,No,College,Near,Male,70
1770,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Male,70
1771,Medium,Medium,Public,Positive,3,No,College,Near,Male,69
1772,Low,Medium,Public,Negative,3,No,High School,Near,Female,70
1773,Low,Low,Public,Positive,4,Yes,College,Near,Male,67
1774,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,63
1775,High,Medium,Public,Neutral,3,No,High School,Near,Female,70
1776,High,High,Private,Positive,5,Yes,High School,Near,Female,61
1777,Low,Medium,Public,Neutral,1,No,Postgraduate,Moderate,Female,64
1778,Medium,Medium,Public,Negative,3,No,College,Near,Male,65
1779,Medium,High,Public,Neutral,1,No,College,Far,Male,65
1780,Low,High,Private,Positive,3,No,Postgraduate,Far,Female,66
1781,Medium,High,Public,Positive,3,No,High School,Far,Female,66
1782,Medium,Low,Public,Positive,2,No,Postgraduate,Near,Male,63
1783,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,66
1784,Low,Medium,Public,Positive,1,No,High School,Far,Male,64
1785,Low,High,Public,Neutral,4,Yes,High School,Near,Male,65
1786,High,Medium,Private,Positive,1,No,Postgraduate,Near,Male,62
1787,High,Medium,Public,Neutral,5,No,High School,Moderate,Male,71
1788,Low,Medium,Public,Neutral,2,No,College,Near,Male,63
1789,Medium,High,Public,Negative,3,No,College,Moderate,Male,70
1790,Low,Medium,Private,Neutral,4,No,College,Moderate,Male,70
1791,Medium,High,Public,Positive,3,No,College,Moderate,Female,65
1792,Low,,Public,Neutral,3,Yes,High School,Near,Female,66
1793,Medium,Medium,Private,Positive,4,No,College,Near,Female,66
1794,Medium,High,Public,Positive,2,No,College,Near,Male,68
1795,Low,Medium,Private,Negative,3,No,High School,Near,Male,68
1796,Medium,High,Private,Neutral,3,No,High School,Near,Female,69
1797,High,Low,Public,Positive,3,No,College,Near,Female,71
1798,Low,,Private,Negative,1,No,Postgraduate,Near,Male,69
1799,Medium,Medium,Public,Positive,2,No,College,Near,Male,68
1800,Low,High,Public,Neutral,5,No,High School,Moderate,Male,67
1801,Low,High,Public,Positive,3,No,High School,Near,Male,72
1802,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,68
1803,High,Medium,Public,Positive,4,Yes,High School,Moderate,Female,60
1804,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,68
1805,High,High,Public,Positive,2,No,High School,Near,Female,65
1806,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Female,67
1807,High,Medium,Private,Positive,3,No,High School,Near,Female,70
1808,Low,High,Private,Negative,3,No,High School,Near,Female,70
1809,Low,High,Public,Negative,2,No,College,Far,Female,61
1810,High,High,Public,Positive,4,No,College,Far,Male,68
1811,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,67
1812,Low,Medium,Public,Negative,3,Yes,High School,Moderate,Female,62
1813,High,Medium,Public,Neutral,4,No,High School,Moderate,Male,66
1814,High,Medium,Public,Positive,2,No,High School,Far,Female,69
1815,Medium,Medium,Public,Negative,4,No,College,Near,Female,66
1816,High,Medium,Public,Negative,5,No,College,Near,Female,64
1817,Low,Low,Public,Neutral,4,No,Postgraduate,Near,Male,66
1818,Medium,Medium,Public,Neutral,5,Yes,High School,Near,Male,63
1819,Medium,Medium,Private,Negative,3,No,High School,Near,Male,62
1820,High,Medium,Private,Negative,4,No,Postgraduate,Moderate,Male,65
1821,High,Medium,Private,Negative,2,No,High School,Moderate,Male,68
1822,Low,Low,Private,Negative,4,No,High School,Moderate,Male,65
1823,Low,Low,Public,Neutral,4,No,College,Near,Female,63
1824,Medium,Medium,Public,Negative,2,No,High School,Near,Male,68
1825,High,Medium,Private,Positive,2,No,High School,Near,Male,72
1826,Low,Medium,Private,Positive,3,No,High School,Near,Male,69
1827,Low,High,Public,Positive,5,No,Postgraduate,Far,Male,66
1828,Low,High,Private,Neutral,3,No,College,Near,Male,68
1829,Medium,High,Public,Neutral,2,No,High School,Moderate,Male,64
1830,Low,Medium,Public,Positive,2,No,High School,Near,Male,61
1831,Low,Low,Public,Neutral,2,Yes,Postgraduate,Near,Male,67
1832,Medium,Low,Public,Neutral,3,No,Postgraduate,Moderate,Male,68
1833,Medium,Medium,Public,Positive,3,No,High School,Near,Male,74
1834,Medium,High,Public,Positive,2,No,High School,Near,Female,67
1835,Medium,Medium,Private,Positive,3,No,High School,Near,Male,64
1836,Medium,High,Public,Neutral,3,No,High School,Moderate,Male,69
1837,Low,Medium,Private,Negative,3,Yes,High School,Far,Female,63
1838,Low,Medium,Private,Neutral,4,No,High School,Moderate,Female,67
1839,Medium,Medium,Public,Neutral,3,No,College,Far,Male,65
1840,Medium,Low,Public,Positive,4,No,Postgraduate,Moderate,Female,67
1841,Low,Medium,Private,Negative,5,No,Postgraduate,Moderate,Female,68
1842,Low,Medium,Private,Negative,3,No,Postgraduate,Near,Male,62
1843,Low,High,Public,Neutral,3,No,College,Near,Female,70
1844,High,Medium,Public,Negative,3,No,High School,Near,Female,67
1845,High,Medium,Public,Neutral,5,No,High School,Moderate,Female,89
1846,Low,Medium,Private,Neutral,2,Yes,High School,Near,Female,65
1847,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,69
1848,Low,Medium,Public,Positive,4,No,High School,Far,Female,64
1849,High,Medium,Private,Negative,4,No,High School,Near,Female,74
1850,High,Medium,Public,Positive,2,No,High School,Far,Female,64
1851,Low,Medium,Public,Negative,2,No,Postgraduate,Moderate,Female,64
1852,Medium,Medium,Private,Negative,2,No,College,Near,Male,67
1853,Medium,Medium,Public,Positive,4,No,College,Moderate,Male,63
1854,Medium,High,Private,Neutral,5,No,High School,Moderate,Female,68
1855,Medium,Medium,Public,Neutral,5,No,Postgraduate,Near,Male,66
1856,Low,Medium,Public,Neutral,3,Yes,High School,Moderate,Female,68
1857,High,Medium,Private,Positive,1,No,Postgraduate,Moderate,Female,68
1858,Low,Medium,Private,Neutral,2,No,High School,Near,Female,69
1859,Low,Low,Public,Neutral,3,No,Postgraduate,Near,Female,71
1860,High,Medium,Public,Positive,3,No,College,Near,Female,65
1861,Medium,Medium,Private,Neutral,4,No,High School,Near,Male,67
1862,High,Medium,Public,Negative,4,No,College,Near,Female,65
1863,Low,High,Private,Positive,4,No,High School,Moderate,Male,65
1864,High,High,Public,Negative,2,No,Postgraduate,Near,Male,80
1865,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Male,74
1866,Medium,Low,Public,Positive,3,No,High School,Near,Male,59
1867,High,High,Public,Neutral,3,No,High School,Near,Male,69
1868,High,Medium,Public,Neutral,2,Yes,High School,Moderate,Male,66
1869,Low,Low,Public,Positive,2,Yes,Postgraduate,Moderate,Female,66
1870,High,Medium,Public,Positive,4,No,High School,Near,Female,65
1871,Low,Low,Public,Neutral,3,Yes,College,Near,Male,67
1872,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,69
1873,Medium,Medium,Public,Positive,3,No,High School,Near,Female,68
1874,Medium,High,Private,Neutral,2,No,Postgraduate,Near,Female,73
1875,Low,Medium,Public,Positive,2,Yes,High School,Near,Female,71
1876,Low,High,Public,Positive,2,Yes,Postgraduate,Moderate,Male,67
1877,High,High,Public,Positive,3,No,College,Near,Female,67
1878,High,High,Public,Neutral,2,No,Postgraduate,Near,Male,66
1879,Medium,Medium,Public,Negative,4,No,College,Near,Female,63
1880,High,Medium,Public,Negative,1,No,High School,Far,Male,65
1881,High,Medium,Public,Negative,1,No,College,Near,Male,67
1882,Low,Low,Public,Positive,3,No,College,Near,Male,69
1883,Low,Medium,Public,Neutral,2,No,High School,Near,Male,67
1884,High,High,Public,Neutral,3,No,College,Near,Male,66
1885,Medium,High,Private,Neutral,4,No,High School,Moderate,Female,74
1886,High,,Public,Positive,2,No,College,Moderate,Female,69
